bookId,chapter,verse,commentary
23,27,1-1,"<p><strong><br/>Final victory for the godly (26:1-27:1)</strong></p><p>Having destroyed the city built by human hands (that is, humankind’s whole ungodly way of life; 25:2), God now builds his city. It is a city for the righteous, an eternal dwelling place for those who have experienced the perfect peace that comes through complete trust in God (26:1-3). Those who trust in him have stability and security, but those who trust in themselves are overthrown. God’s city stands for ever; the world’s city is smashed to the ground and trampled in the dust (4-6).<br/>Godly people long to know God and his ways better, so that they can live righteously according to his directions. They desire this knowledge for others also, because only when people know God can they truly know what righteousness is (7-9). The ungodly do not know God and so cannot live uprightly (10-11). The righteous know that God cares for them, and they respond with loyalty to him, even when they are oppressed by their enemies (12-13). In due course, however, the enemies are destroyed, but the righteous have peace. Their numbers increase, and God’s blessing spreads throughout the land (14-15).<br/>The righteous then recall how they have cried to God in their distress, but have received no apparent answer. All their efforts and all their expectations have come to nothing. They feel the disappointment and frustration of a woman who suffers birth pains but produces no child. Many of the godly have died without seeing any victory (16-18). Their victory must therefore lie in the future, when their bodies will be triumphantly raised from death (19).<br/>God’s people need not fear his wrath, for he will protect them when he carries out his work of judgment on a sinful world (20-21). By contrast his enemies, symbolized here by fierce monsters, will suffer his deadly punishment (27:1).</p>"
23,45,20-25,"<p><strong><br/>Babylon’s helpless gods (45:20-46:13)</strong></p><p>Cyrus’s conquest of Babylon will prove to those Babylonians who survive that to trust in idols for victory is useless. Wooden gods could not foresee Cyrus’s conquest, but Yahweh, the only true God, predicted it long ago (20-21). People of surrounding nations may previously have fought against Yahweh by trusting in idols, but now they should forsake those idols and submit to the living God. Then they will find victory, righteousness and strength, and will join with all God’s true people in bringing him praise (22-25).<br/>The prophet pictures the Babylonian refugees as they flee from the armies of Cyrus, taking with them whatever personal possessions they can carry. The Babylonian gods (two of the most important of which were Bel and Nebo), instead of saving the people, have to be saved by them. So far from helping the people, they only become a hindrance and a burden, causing the donkeys and oxen to groan under the extra weight they have to carry (46:1-2). The people of Yahweh, by contrast, are carried by him. The God who made them cares for them, and will continue to care for them to the very end (3-4). Gods of silver and gold cost their worshippers much in money, time and effort, but they cannot do anything to save their worshippers from trouble (5-7).<br/>Many of the Jews had once been tempted to follow the idolatrous ways of the Babylonians. They are reminded that Yahweh alone is God (8-9). The future is under his control, and at the right moment he will call Cyrus to come and destroy Babylon and release the Jews (10-11). Those Jews who stubbornly refuse to trust in God must therefore change their ways, if they want to share in the blessings of the new Israel (12-13).</p>"
23,46,1-13,"<p><strong><br/>Babylon’s helpless gods (45:20-46:13)</strong></p><p>Cyrus’s conquest of Babylon will prove to those Babylonians who survive that to trust in idols for victory is useless. Wooden gods could not foresee Cyrus’s conquest, but Yahweh, the only true God, predicted it long ago (20-21). People of surrounding nations may previously have fought against Yahweh by trusting in idols, but now they should forsake those idols and submit to the living God. Then they will find victory, righteousness and strength, and will join with all God’s true people in bringing him praise (22-25).<br/>The prophet pictures the Babylonian refugees as they flee from the armies of Cyrus, taking with them whatever personal possessions they can carry. The Babylonian gods (two of the most important of which were Bel and Nebo), instead of saving the people, have to be saved by them. So far from helping the people, they only become a hindrance and a burden, causing the donkeys and oxen to groan under the extra weight they have to carry (46:1-2). The people of Yahweh, by contrast, are carried by him. The God who made them cares for them, and will continue to care for them to the very end (3-4). Gods of silver and gold cost their worshippers much in money, time and effort, but they cannot do anything to save their worshippers from trouble (5-7).<br/>Many of the Jews had once been tempted to follow the idolatrous ways of the Babylonians. They are reminded that Yahweh alone is God (8-9). The future is under his control, and at the right moment he will call Cyrus to come and destroy Babylon and release the Jews (10-11). Those Jews who stubbornly refuse to trust in God must therefore change their ways, if they want to share in the blessings of the new Israel (12-13).</p>"
23,49,8-26,"<p><strong><br/>Israel rebuilt (49:8-50:3)</strong></p><p>Once more God promises the return of the captive Jews to their homeland. God will protect them along the journey and help them as they rebuild their ruined country (8-10). Whether exiled in Babylon or scattered in other places, the people will return home amid much rejoicing (11-13).<br/>Some of the Jews thought God had forgotten them. God now shows that for him this is impossible (14-16). Israel will return and rebuild its homeland. Opponents who try to ruin Israel’s work will not be successful and will leave in shame and defeat (17-18). People born in exile will flock to the rebuilt Jerusalem. The land previously uninhabited and in ruins will become well populated and prosperous again (19-21). Scattered Jews in other countries will also return, helped by generous aid from the nations among whom they have lived (22-23).<br/>Among the exiles were some who apparently doubted the prophet’s promise of restoration, for Babylon seemed unconquerable. How can a captive people possibly be freed when they are in the grip of such a powerful tyrant (24)? God replies that he can do it. He reminds the doubting exiles that he is the all-powerful God and Israel’s covenant redeemer. He will crush the Babylonians in a judgment suited to the cruel oppression that they inflicted on their helpless victims (25-26).<br/>Other Jews blamed God for their troubles, as if he had cast them off like a husband who divorces his wife or a father who sells his children to pay off his debts. God replies that they have no evidence to support such an accusation, for he has neither ‘divorced’ them nor ‘sold’ them. Rather their sins are the cause of their troubles (50:1). They ignored God when he spoke to them through his servants the prophets. But he still loves them and has the power to save them. Nothing in all creation can withstand his power (2-3).</p>"
23,50,1-3,"<p><strong><br/>Israel rebuilt (49:8-50:3)</strong></p><p>Once more God promises the return of the captive Jews to their homeland. God will protect them along the journey and help them as they rebuild their ruined country (8-10). Whether exiled in Babylon or scattered in other places, the people will return home amid much rejoicing (11-13).<br/>Some of the Jews thought God had forgotten them. God now shows that for him this is impossible (14-16). Israel will return and rebuild its homeland. Opponents who try to ruin Israel’s work will not be successful and will leave in shame and defeat (17-18). People born in exile will flock to the rebuilt Jerusalem. The land previously uninhabited and in ruins will become well populated and prosperous again (19-21). Scattered Jews in other countries will also return, helped by generous aid from the nations among whom they have lived (22-23).<br/>Among the exiles were some who apparently doubted the prophet’s promise of restoration, for Babylon seemed unconquerable. How can a captive people possibly be freed when they are in the grip of such a powerful tyrant (24)? God replies that he can do it. He reminds the doubting exiles that he is the all-powerful God and Israel’s covenant redeemer. He will crush the Babylonians in a judgment suited to the cruel oppression that they inflicted on their helpless victims (25-26).<br/>Other Jews blamed God for their troubles, as if he had cast them off like a husband who divorces his wife or a father who sells his children to pay off his debts. God replies that they have no evidence to support such an accusation, for he has neither ‘divorced’ them nor ‘sold’ them. Rather their sins are the cause of their troubles (50:1). They ignored God when he spoke to them through his servants the prophets. But he still loves them and has the power to save them. Nothing in all creation can withstand his power (2-3).</p>"
23,52,13-15,"<p><strong><br/>The servant’s suffering and glory (52:13-53:12)</strong></p><p>Just as people were startled at the sight of the servant’s great sufferings, so will they be startled at the sight of his great glory. They will be struck dumb, as it were, as they witness a sight more glorious than they or anyone else could ever have imagined (13-15).<br/>Many people find it hard to believe that God will give his servant such power and magnificence, because when they look at the servant they see just an ordinary person of insignificant beginnings. They liken him to a small plant growing in dry and infertile ground - so different from the magnificent trees that stand majestically in the tall forests. They see nothing in his appearance that is impressive or attractive. On the contrary, when they see the extent of his sufferings they turn away from him in disgust, like people repelled by the sight of a diseased person (53:1-3).<br/>At first those who see the servant’s intense suffering think that he is being punished by God for some wrong he has done. However, as they think further they realize that he is suffering not for his own sins, but for the sins of others; in fact, their sins. They are the ones who have turned away from God and they are the ones for whom the servant dies. It is for them that he bears God’s punishment (4-6).<br/>The servant is treated cruelly, but he bears it silently. Those who judge him show neither mercy nor justice; they just send him off to be killed. His fellow citizens are just as heartless, and show no concern that he suffers death unjustly. Yet he bears all this for the sake of those who are sinners (7-8). Those who hate him leave him to die in disgrace like a criminal, but those who love him give him an honourable burial. They know he has done no wrong (9).<br/>Despite the inhumanity of people, the servant’s death is according to God’s will. It is a sacrifice for the removal of sin. But beyond the sorrow of death is the joy of the resurrection. The servant is satisfied when he sees the fruits of his suffering, namely, a multitude of spiritual children who are forgiven their sins and accounted righteous before God because of his death (10-11). The sufferer becomes the conqueror and receives a conqueror’s reward. Because he willingly took the place of sinners and prayed for their forgiveness, he is now exalted to the highest place (12).</p>"
23,53,1-12,"<p><strong><br/>The servant’s suffering and glory (52:13-53:12)</strong></p><p>Just as people were startled at the sight of the servant’s great sufferings, so will they be startled at the sight of his great glory. They will be struck dumb, as it were, as they witness a sight more glorious than they or anyone else could ever have imagined (13-15).<br/>Many people find it hard to believe that God will give his servant such power and magnificence, because when they look at the servant they see just an ordinary person of insignificant beginnings. They liken him to a small plant growing in dry and infertile ground - so different from the magnificent trees that stand majestically in the tall forests. They see nothing in his appearance that is impressive or attractive. On the contrary, when they see the extent of his sufferings they turn away from him in disgust, like people repelled by the sight of a diseased person (53:1-3).<br/>At first those who see the servant’s intense suffering think that he is being punished by God for some wrong he has done. However, as they think further they realize that he is suffering not for his own sins, but for the sins of others; in fact, their sins. They are the ones who have turned away from God and they are the ones for whom the servant dies. It is for them that he bears God’s punishment (4-6).<br/>The servant is treated cruelly, but he bears it silently. Those who judge him show neither mercy nor justice; they just send him off to be killed. His fellow citizens are just as heartless, and show no concern that he suffers death unjustly. Yet he bears all this for the sake of those who are sinners (7-8). Those who hate him leave him to die in disgrace like a criminal, but those who love him give him an honourable burial. They know he has done no wrong (9).<br/>Despite the inhumanity of people, the servant’s death is according to God’s will. It is a sacrifice for the removal of sin. But beyond the sorrow of death is the joy of the resurrection. The servant is satisfied when he sees the fruits of his suffering, namely, a multitude of spiritual children who are forgiven their sins and accounted righteous before God because of his death (10-11). The sufferer becomes the conqueror and receives a conqueror’s reward. Because he willingly took the place of sinners and prayed for their forgiveness, he is now exalted to the highest place (12).</p>"
23,56,9-12,"<p><strong><br/>Corruption and idolatry (56:9-57:21)</strong></p><p>The Assyrian captivity of the northerners and the Babylonian captivity of the southerners did not include the whole populations. Those who were of no use to the conquerors were left behind, along with scattered country people who escaped the enemy. These and their descendants soon followed the old religious practices of the Canaanite people. They worshipped idols, offered human sacrifices to the god Molech, and practised fertility rites with religious prostitutes, all in the hope of becoming prosperous (2 Kings 17:24-41). Those who engaged in these practices tried to join in the worship of Yahweh when the Jews returned from captivity.</p><p>Israel’s spiritual leaders should have been like alert watchmen, who warned the people of these dangers and instructed them in the ways of God. Instead, says the prophet, they are like lazy, overfed watchdogs who can only sleep. They are interested only in personal gain and do not care for the people. The civil leaders (likened to bad shepherds) are equally greedy and corrupt (9-12).<br/>In such conditions the righteous are the ones who suffer. They find relief only when they rest in death (57:1-2). The wicked, meanwhile, carry on with their witchcraft, immorality, idolatry and child sacrifice. They do not realize that by their behaviour they are challenging God and inviting his judgment (3-6). Although their idolatrous practices involve costly sacrifices, shameful behaviour and tiresome journeys, they persist in them, hoping vainly for a better life (7-10).<br/>Although the people have turned from God to worthless idols, God has been patient with them. But his patience has not led them to repentance. They will now find that their gods will not save them from God’s punishment (11-13).<br/>By contrast, God will help those faithful to him, no matter what obstacles are in their way. Although he is exalted above the heavens, he also dwells with those who humbly acknowledge their sin and turn from it (14-15). He may punish them when they do wrong, but he does not remain angry with them. When they humbly acknowledge their wrong and show their desire to please him again, he gives them new life and strength (16-18). The repentant enjoy peace and fellowship with God, but the wicked live in a turmoil of uncleanness. They will be excluded from God’s peace for ever (19-21).</p>"
23,57,1-21,"<p><strong><br/>Corruption and idolatry (56:9-57:21)</strong></p><p>The Assyrian captivity of the northerners and the Babylonian captivity of the southerners did not include the whole populations. Those who were of no use to the conquerors were left behind, along with scattered country people who escaped the enemy. These and their descendants soon followed the old religious practices of the Canaanite people. They worshipped idols, offered human sacrifices to the god Molech, and practised fertility rites with religious prostitutes, all in the hope of becoming prosperous (2 Kings 17:24-41). Those who engaged in these practices tried to join in the worship of Yahweh when the Jews returned from captivity.</p><p>Israel’s spiritual leaders should have been like alert watchmen, who warned the people of these dangers and instructed them in the ways of God. Instead, says the prophet, they are like lazy, overfed watchdogs who can only sleep. They are interested only in personal gain and do not care for the people. The civil leaders (likened to bad shepherds) are equally greedy and corrupt (9-12).<br/>In such conditions the righteous are the ones who suffer. They find relief only when they rest in death (57:1-2). The wicked, meanwhile, carry on with their witchcraft, immorality, idolatry and child sacrifice. They do not realize that by their behaviour they are challenging God and inviting his judgment (3-6). Although their idolatrous practices involve costly sacrifices, shameful behaviour and tiresome journeys, they persist in them, hoping vainly for a better life (7-10).<br/>Although the people have turned from God to worthless idols, God has been patient with them. But his patience has not led them to repentance. They will now find that their gods will not save them from God’s punishment (11-13).<br/>By contrast, God will help those faithful to him, no matter what obstacles are in their way. Although he is exalted above the heavens, he also dwells with those who humbly acknowledge their sin and turn from it (14-15). He may punish them when they do wrong, but he does not remain angry with them. When they humbly acknowledge their wrong and show their desire to please him again, he gives them new life and strength (16-18). The repentant enjoy peace and fellowship with God, but the wicked live in a turmoil of uncleanness. They will be excluded from God’s peace for ever (19-21).</p>"
23,61,1-11,"<p><strong><br/>Good news for the exiles (61:1-62:12)</strong></p><p>God’s Spirit gives the prophet some good news to pass on to the Jews held captive in Babylon. They will be released to return to their land, but their captors will be punished (61:1-2). When they arrive in Jerusalem, they may be overcome with grief because of the ruin and devastation they see around them. But God will encourage and strengthen them so that they can rebuild their beloved city (3-4).<br/>Foreigners will carry out the everyday duties for the Jews and contribute liberally to the national income. This will enable the Jews to concentrate on the more important matters of worshipping and serving God (5-6). God will give blessings to his people that are far beyond anything they have ever expected. In justice he will compensate them for the plundering they have suffered at the hands of their enemies (7-9).<br/>In thanks the prophet praises God in advance for saving Israel and giving it glory, a glory that he likens to the beauty of wedding garments. As surely as seeds sprout and grow, so just as surely will God save Israel and bring praise to himself from people of all nations (10-11).<br/>But at the time of writing, the prophet is still in Babylon and Israel has not yet been saved. The prophet will therefore not cease praying for Israel till it has been restored to its land in glory (62:1-3). The nation will then no longer be like an unfaithful wife living alone and in disgrace. Her husband still loves her and will take her back. As the deserted woman becomes happily married again, so the desolate nation will again rejoice in fellowship with Yahweh (4-5).<br/>In Jerusalem watchmen wait expectantly for the first returning exiles. The prophet urges these watchmen to join him in unceasing prayer that God will soon fulfil his promise and bring his people back, never to be plundered again (6-9). He then commands people to go out and prepare the way for Israel’s release from Babylon and return to Jerusalem. Israel will again be known as the people whom God has redeemed (10-12).</p>"
23,62,1-12,"<p><strong><br/>Good news for the exiles (61:1-62:12)</strong></p><p>God’s Spirit gives the prophet some good news to pass on to the Jews held captive in Babylon. They will be released to return to their land, but their captors will be punished (61:1-2). When they arrive in Jerusalem, they may be overcome with grief because of the ruin and devastation they see around them. But God will encourage and strengthen them so that they can rebuild their beloved city (3-4).<br/>Foreigners will carry out the everyday duties for the Jews and contribute liberally to the national income. This will enable the Jews to concentrate on the more important matters of worshipping and serving God (5-6). God will give blessings to his people that are far beyond anything they have ever expected. In justice he will compensate them for the plundering they have suffered at the hands of their enemies (7-9).<br/>In thanks the prophet praises God in advance for saving Israel and giving it glory, a glory that he likens to the beauty of wedding garments. As surely as seeds sprout and grow, so just as surely will God save Israel and bring praise to himself from people of all nations (10-11).<br/>But at the time of writing, the prophet is still in Babylon and Israel has not yet been saved. The prophet will therefore not cease praying for Israel till it has been restored to its land in glory (62:1-3). The nation will then no longer be like an unfaithful wife living alone and in disgrace. Her husband still loves her and will take her back. As the deserted woman becomes happily married again, so the desolate nation will again rejoice in fellowship with Yahweh (4-5).<br/>In Jerusalem watchmen wait expectantly for the first returning exiles. The prophet urges these watchmen to join him in unceasing prayer that God will soon fulfil his promise and bring his people back, never to be plundered again (6-9). He then commands people to go out and prepare the way for Israel’s release from Babylon and return to Jerusalem. Israel will again be known as the people whom God has redeemed (10-12).</p>"
23,63,7-19,"<p><strong><br/>A prayer for Israel (63:7-64:12)</strong></p><p>The prophet’s prayer for God’s suffering people begins by recalling God’s great acts of love in the past (7). Because Israel was his people, God saved them from slavery in Egypt, though when they rebelled against him, they were punished (8-10). Nevertheless, God forgave them. Therefore, asks the prophet, could not this God of mercy and love, who has done such great things for Israel in the past, also save his people from captivity in Babylon now (11-14)?<br/>It seems as if God has withdrawn into his heavenly dwelling place, for there is no evidence of his mercy upon his people. The prophet realizes that if Abraham and Jacob, Israel’s earthly fathers, saw their descendants in captivity, they would be ashamed of them and want to have nothing to do with them. But he prays that God, their true Father, will not cast them off (15-16). It seems, however, as if he has. He has allowed the Babylonians to destroy their temple and take them to a foreign land, where there is no evidence that Yahweh is their God or that they are his people (17-19).<br/>God has revealed himself and saved his people with supernatural acts in the past, and the prophet longs that he might do so again. The enemies of God would then be overthrown (64:1-3). By contrast, those whose chief pleasure is to please God know that God helps them in the most unexpected ways (4-5a). They also know that, despite their desire to please God, they are still self-willed sinners. Even their best deeds are polluted by sin. They often forget God and have only themselves to blame for the troubles that result (5b-7).<br/>Although they have failed miserably, the people know that God is still their Father. He may punish them, but he still loves them (8-9). Therefore, asks the prophet, is not the destruction he has sent upon Judah sufficient punishment? Can God not see the desolation of Jerusalem and take pity on the ruined city? Will he not now forgive his people and bring them back to their land (10-12)?</p>"
23,64,1-12,"<p><strong><br/>A prayer for Israel (63:7-64:12)</strong></p><p>The prophet’s prayer for God’s suffering people begins by recalling God’s great acts of love in the past (7). Because Israel was his people, God saved them from slavery in Egypt, though when they rebelled against him, they were punished (8-10). Nevertheless, God forgave them. Therefore, asks the prophet, could not this God of mercy and love, who has done such great things for Israel in the past, also save his people from captivity in Babylon now (11-14)?<br/>It seems as if God has withdrawn into his heavenly dwelling place, for there is no evidence of his mercy upon his people. The prophet realizes that if Abraham and Jacob, Israel’s earthly fathers, saw their descendants in captivity, they would be ashamed of them and want to have nothing to do with them. But he prays that God, their true Father, will not cast them off (15-16). It seems, however, as if he has. He has allowed the Babylonians to destroy their temple and take them to a foreign land, where there is no evidence that Yahweh is their God or that they are his people (17-19).<br/>God has revealed himself and saved his people with supernatural acts in the past, and the prophet longs that he might do so again. The enemies of God would then be overthrown (64:1-3). By contrast, those whose chief pleasure is to please God know that God helps them in the most unexpected ways (4-5a). They also know that, despite their desire to please God, they are still self-willed sinners. Even their best deeds are polluted by sin. They often forget God and have only themselves to blame for the troubles that result (5b-7).<br/>Although they have failed miserably, the people know that God is still their Father. He may punish them, but he still loves them (8-9). Therefore, asks the prophet, is not the destruction he has sent upon Judah sufficient punishment? Can God not see the desolation of Jerusalem and take pity on the ruined city? Will he not now forgive his people and bring them back to their land (10-12)?</p>"
24,3,19-25,"<p><strong><br/>Repentance means genuine change (3:19-4:4)</strong></p><p>God wanted the relationship between him and his people to be like that between a father and a son, or between a husband and a wife. But his people have been rebellious and unfaithful (19-20). In hope, the prophet pictures the people turning from their false worship at Baal’s high places and crying out to God for forgiveness. In response God promises that if they truly repent, he will forgive them and heal them (21-22a).<br/>The people then turn to God and confess their sins. They admit that the worship of Baal has been a deception; instead of bringing them prosperity it has brought them disaster. They are ashamed of themselves, and return to Yahweh in acknowledgment that he alone is God (22b-25).<br/>God reminds the people that if they repent, their repentance must be genuine. They must remove every trace of idolatry from their lives and renew their oath of absolute loyalty to him. Only then will they be able to serve him by taking his message to the nations (4:1-2).<br/>People must break up their hardened hearts and remove wrongdoing from their lives, just as farmers break up the hard ground and remove weeds before they plant new seed. Inward change, not outward ceremony, is what is needed. Without such repentance, the nation will be destroyed in divine judgment (3-4).</p>"
24,4,1-4,"<p><strong><br/>Repentance means genuine change (3:19-4:4)</strong></p><p>God wanted the relationship between him and his people to be like that between a father and a son, or between a husband and a wife. But his people have been rebellious and unfaithful (19-20). In hope, the prophet pictures the people turning from their false worship at Baal’s high places and crying out to God for forgiveness. In response God promises that if they truly repent, he will forgive them and heal them (21-22a).<br/>The people then turn to God and confess their sins. They admit that the worship of Baal has been a deception; instead of bringing them prosperity it has brought them disaster. They are ashamed of themselves, and return to Yahweh in acknowledgment that he alone is God (22b-25).<br/>God reminds the people that if they repent, their repentance must be genuine. They must remove every trace of idolatry from their lives and renew their oath of absolute loyalty to him. Only then will they be able to serve him by taking his message to the nations (4:1-2).<br/>People must break up their hardened hearts and remove wrongdoing from their lives, just as farmers break up the hard ground and remove weeds before they plant new seed. Inward change, not outward ceremony, is what is needed. Without such repentance, the nation will be destroyed in divine judgment (3-4).</p>"
24,7,16-34,"<p><strong><br/>No hope for an idolatrous people (7:16-8:3)</strong></p><p>God now tells Jeremiah that it is useless for him to persist in praying for the safety of the Judeans. They have so given themselves to idolatrous practices that nothing can save them from God’s judgment. Throughout the cities and towns of Judah people worship foreign gods, but in the process they harm themselves (16-19). The harm will be much greater when God’s judgment falls on them (20).<br/>While openly worshipping heathen gods, the people also offer sacrifices to Yahweh. The offering of sacrifices was part of the religious system God gave to Israel through Moses, but the first thing God demanded of his people was always obedience (21-23). Israel’s history shows that sacrifices will never save a stubborn and disobedient people from punishment (24-26).</p><p>Most of the people will ignore the prophet’s warnings, but he must persist in announcing God’s message (27-28). Jeremiah tells the people to shave off their hair as a sign of mourning for the death that is soon to overtake their nation (29). They have brought idolatrous practices into God’s temple, and just outside Jerusalem they have established a site for the heathen practice of sacrificing children to the god Molech (30-31). But the place where they have slaughtered their children will become a dump for their own corpses. There they will rot in the sun and be eaten by foul birds (32-34; cf. 2 Kings 21:6; 23:10).</p><p>Not satisfied with butchering the helpless people, the invaders will do all they can to heap disgrace upon Judah. They will even drag out the bones of the nation’s honoured dead from their tombs and scatter them like garbage on the ground. But such disgrace is preferable to the horror that will be experienced by people who live through those days (8:1-3).</p><p><strong>Tophet and the Valley of Hinnom</strong></p><p>The place where the Judeans offered their children as burnt sacrifices was the Valley of Ben Hinnom, on the southern side of the city. The valley got its name from the son of Hinnom (the Hebrew ben meaning ‘son’) who at one time probably owned the land that stretched along the valley. The name Tophet seems to have meant ‘place of burning’ and was used originally in relation to the place in the Valley of Hinnom where people burnt their children as sacrifices. This was also the place where people from Jerusalem dumped broken pottery (see 19:1-2). In time it became a public garbage dump and fires burnt there continually.<br/>When transliterated from Hebrew to Greek, ‘Valley of Hinnom’ (Hebrew: <em>ge-hinnom</em>) becomes <em>gehenna</em>. This was the word that Jesus used for the place of final punishment of the wicked, and is commonly translated ‘hell’ (Matt 10:28; 18:9; 23:33). The Valley of Hinnom was associated with judgment and burning (see 7:31-32; 19:4-7), and therefore <em>gehenna</em> became a fitting word to denote the place or state of eternal punishment (Mark 9:43-48; cf Matt 18:8-9; Rev 20:10,15).</p>"
24,10,1-16,"<p><strong><br/>Knowledge of the only true God (9:23-10:16)</strong></p><p>People may have knowledge, power and wealth, but these are no substitute for a true understanding and knowledge of God (23-24). The Judeans may have been circumcised as a sign that they are the covenant people of God, but in their hearts they have not been true to God or the covenant. They might as well be uncircumcised like their heathen neighbours. Israel’s rite of circumcision is no more beneficial to disobedient people than the heathen rite of cutting the hair into certain shapes (25-26).<br/>Jeremiah warns God’s people against copying the practices of other nations and worshipping the sun, moon and stars. He warns them also against worshipping idols, which he describes as merely decorated pieces of wood (10:1-5). Judah’s God, Yahweh, is not just one among many national gods. He is the only God, incomparable and all-powerful (6-7). People may be very artistic in carving or moulding their idols, and may go to much expense to clothe and decorate them, but the idols are still senseless and worthless. Yahweh alone is the true and living God (8-10).<br/>Idols cannot make anything or do anything (11), but God created the universe and keeps it going. Idols are lifeless, and those who make them have no sense; but God is a living being, and all his works are the products of his wisdom (12-15). This God is the almighty Yahweh, the one who created all things and who chose Israel to be his people (16).</p>"
24,8,1-3,"<p><strong><br/>No hope for an idolatrous people (7:16-8:3)</strong></p><p>God now tells Jeremiah that it is useless for him to persist in praying for the safety of the Judeans. They have so given themselves to idolatrous practices that nothing can save them from God’s judgment. Throughout the cities and towns of Judah people worship foreign gods, but in the process they harm themselves (16-19). The harm will be much greater when God’s judgment falls on them (20).<br/>While openly worshipping heathen gods, the people also offer sacrifices to Yahweh. The offering of sacrifices was part of the religious system God gave to Israel through Moses, but the first thing God demanded of his people was always obedience (21-23). Israel’s history shows that sacrifices will never save a stubborn and disobedient people from punishment (24-26).</p><p>Most of the people will ignore the prophet’s warnings, but he must persist in announcing God’s message (27-28). Jeremiah tells the people to shave off their hair as a sign of mourning for the death that is soon to overtake their nation (29). They have brought idolatrous practices into God’s temple, and just outside Jerusalem they have established a site for the heathen practice of sacrificing children to the god Molech (30-31). But the place where they have slaughtered their children will become a dump for their own corpses. There they will rot in the sun and be eaten by foul birds (32-34; cf. 2 Kings 21:6; 23:10).</p><p>Not satisfied with butchering the helpless people, the invaders will do all they can to heap disgrace upon Judah. They will even drag out the bones of the nation’s honoured dead from their tombs and scatter them like garbage on the ground. But such disgrace is preferable to the horror that will be experienced by people who live through those days (8:1-3).</p><p><strong>Tophet and the Valley of Hinnom</strong></p><p>The place where the Judeans offered their children as burnt sacrifices was the Valley of Ben Hinnom, on the southern side of the city. The valley got its name from the son of Hinnom (the Hebrew ben meaning ‘son’) who at one time probably owned the land that stretched along the valley. The name Tophet seems to have meant ‘place of burning’ and was used originally in relation to the place in the Valley of Hinnom where people burnt their children as sacrifices. This was also the place where people from Jerusalem dumped broken pottery (see 19:1-2). In time it became a public garbage dump and fires burnt there continually.<br/>When transliterated from Hebrew to Greek, ‘Valley of Hinnom’ (Hebrew: <em>ge-hinnom</em>) becomes <em>gehenna</em>. This was the word that Jesus used for the place of final punishment of the wicked, and is commonly translated ‘hell’ (Matt 10:28; 18:9; 23:33). The Valley of Hinnom was associated with judgment and burning (see 7:31-32; 19:4-7), and therefore <em>gehenna</em> became a fitting word to denote the place or state of eternal punishment (Mark 9:43-48; cf Matt 18:8-9; Rev 20:10,15).</p>"
24,8,18-22,"<p><strong><br/>Mourning for Judah (8:18-9:22)</strong></p><p>The prophet is overcome with grief as he foresees the tragic end of the nation. The people wonder why God their King does not save them. God replies that it is because of their idolatry. They now realize that they can no longer expect his salvation (18-20). Nothing can heal Judah’s spiritual sickness now; the end has come. And nothing can heal the wounds of grief in Jeremiah’s heart as he sees his people suffer (21-22).<br/>Jeremiah is unable to express the extent of his grief. He feels he could weep for ever (9:1). On the other hand, he knows that the judgment is fitting. As he returns to consider the sinful city in which he lives, he wishes he could leave it and go to some quiet resting-place in the country (2).<br/>Since Judah’s society is characterized by lies and deceit (3-6), God warns that it is heading for a fiery judgment (7-9). The prophet foresees the desolation in Judah, with its cities ruined, its pasture lands destroyed, and its people either killed or taken captive to a foreign land (10-11).<br/>If anyone asks why the land has been desolated (12), the answer is that the people have turned away from Yahweh and followed heathen gods. They have turned away from the law of God and followed their own stubborn hearts (13-16). In their distress and sorrow the people invite the professional mourners to come and wail over the dead city (17-19). This time, however, the mourning is real. Rich and poor, young and old die alike. Their corpses lie unburied in the streets and fields (20-22).</p>"
24,9,1-22,"<p><strong><br/>Mourning for Judah (8:18-9:22)</strong></p><p>The prophet is overcome with grief as he foresees the tragic end of the nation. The people wonder why God their King does not save them. God replies that it is because of their idolatry. They now realize that they can no longer expect his salvation (18-20). Nothing can heal Judah’s spiritual sickness now; the end has come. And nothing can heal the wounds of grief in Jeremiah’s heart as he sees his people suffer (21-22).<br/>Jeremiah is unable to express the extent of his grief. He feels he could weep for ever (9:1). On the other hand, he knows that the judgment is fitting. As he returns to consider the sinful city in which he lives, he wishes he could leave it and go to some quiet resting-place in the country (2).<br/>Since Judah’s society is characterized by lies and deceit (3-6), God warns that it is heading for a fiery judgment (7-9). The prophet foresees the desolation in Judah, with its cities ruined, its pasture lands destroyed, and its people either killed or taken captive to a foreign land (10-11).<br/>If anyone asks why the land has been desolated (12), the answer is that the people have turned away from Yahweh and followed heathen gods. They have turned away from the law of God and followed their own stubborn hearts (13-16). In their distress and sorrow the people invite the professional mourners to come and wail over the dead city (17-19). This time, however, the mourning is real. Rich and poor, young and old die alike. Their corpses lie unburied in the streets and fields (20-22).</p>"
